s,Transaction Date,Transaction Time,Transaction Type,Merchant Category,Geographic Location,Cardholder History,Transaction Amount,Currency,Transaction Status,Cardholder Account Information,Transaction Method
9e9ec839-090b-4fc7-8be1-ab6e8ec232e9,26-07-2023,06:06:02,Online Payment,Retail,East Scottmouth,11,621.63,USD,Approved,Standard,Physical Card
1ca3887f-4ff4-4015-a563-a110c93e910e,22-02-2023,22:44:55,ATM Withdrawal,Online Services,Martinezmouth,15,81.2,GBP,Declined,Standard,Online
4dada8e0-b7ef-4bec-a910-1aceba31fe77,12-07-2023,02:20:41,Online Payment,Restaurant,Prattburgh,10,157.27,EUR,Approved,Platinum,Physical Card
47310bdf-0f79-480b-b4ec-fe76a2e9a998,01-02-2023,21:23:06,Purchase,Retail,Port Tammy,14,496.6,GBP,Pending,Platinum,Online
0ab67ca1-1f3e-4d0d-8800-d974270ad5ee,16-08-2023,22:44:40,Purchase,Restaurant,Wrightfort,12,309.47,GBP,Declined,Platinum,Mobile Payment
e86ab72d-db56-43d8-98e5-b340b4e03a85,27-07-2023,05:30:17,Online Payment,Online Services,Contrerasland,3,645.48,GBP,Declined,Gold,Mobile Payment
38f00f5a-47fe-49df-ba1e-ef0a611a56b3,27-07-2023,16:49:38,Purchase,Retail,Taylorchester,6,428.87,EUR,Declined,Standard,Mobile Payment
9e28860c-074e-42c6-b921-53f173158247,27-01-2023,23:13:39,Purchase,Restaurant,Holmesstad,20,428.47,USD,Declined,Standard,Online
924f39b9-575e-48f5-8df2-9f9c39202b09,24-07-2023,02:04:08,Purchase,Retail,Jonesshire,10,814.33,USD,Pending,Platinum,Mobile Payment
676389e8-1e3b-4c2d-a4a4-ec9e98100ad8,20-10-2022,22:11:33,ATM Withdrawal,Online Services,South Randallburgh,12,602.65,GBP,Approved,Standard,Physical Card
643d96c4-5faf-4373-9ea9-e411812cc016,02-06-2023,22:20:14,ATM Withdrawal,Retail,Lewiston,16,983.87,USD,Declined,Gold,Online
64706342-b451-4e6b-907b-1213ba7e2514,04-02-2023,04:58:52,Online Payment,Retail,Michaelafort,13,689.41,GBP,Declined,Platinum,Physical Card
7f368175-b1b4-4a6b-ba3f-b0d9594c1bda,11-05-2023,21:54:34,Online Payment,Online Services,Lake Michellestad,1,954.67,USD,Declined,Platinum,Physical Card
031364cb-f8b4-4f67-b819-087038327478,02-03-2023,09:39:58,Online Payment,Restaurant,Nicholasmouth,10,263.77,GBP,Pending,Platinum,Physical Card
4c490c40-4942-4824-ae60-d4b8d1ffdf78,04-01-2023,06:11:24,Purchase,Online Services,West Patrick,12,317.68,GBP,Declined,Standard,Online
47ded03d-6a7b-4302-9b34-1089f3e29872,25-12-2022,01:36:47,Online Payment,Retail,Stevenberg,6,872.74,GBP,Declined,Gold,Online
4e48a8bf-4f9f-4b19-b5a8-030dd75f2dbf,26-04-2023,06:33:28,ATM Withdrawal,Restaurant,Brianhaven,4,205.53,EUR,Approved,Platinum,Online
18bc7292-86bf-420d-b9f7-0ec5803a85a1,16-04-2023,09:02:37,Purchase,Online Services,Gordonhaven,19,239.41,USD,Declined,Gold,Mobile Payment
e348622d-ea03-4a7f-973b-f18a3ce97e0b,11-07-2023,07:43:25,Online Payment,Online Services,East Monicashire,15,778.12,EUR,Declined,Gold,Online
7ad8cd1a-91b8-4a7c-96b8-d66fcee8f196,12-06-2023,00:04:37,Online Payment,Online Services,Anthonyfort,2,572.42,EUR,Approved,Gold,Physical Card
80f9ef97-5a68-4555-b6e7-8a6eae4cba24,19-09-2023,08:59:31,ATM Withdrawal,Retail,Jenniferville,15,263.65,EUR,Declined,Platinum,Mobile Payment
cd7d1d69-6999-4fcf-830e-ec86201fcf54,29-04-2023,17:42:29,ATM Withdrawal,Restaurant,Lake Theresa,8,580.49,GBP,Pending,Standard,Mobile Payment
684821b1-3fb1-4872-9ec8-c2299c005ef1,20-12-2022,00:49:55,Online Payment,Restaurant,East Miguelborough,10,536.57,GBP,Approved,Gold,Physical Card
d5c59747-20dc-4278-9c75-30fa42c825db,03-12-2022,03:21:42,ATM Withdrawal,Retail,Williamsberg,1,99.09,USD,Pending,Platinum,Online
b04704c9-856a-4173-89eb-ffb828df83d1,15-03-2023,22:39:20,Online Payment,Restaurant,New Tinamouth,16,400.68,USD,Approved,Gold,Physical Card
01cad28e-87d9-459e-85d9-03ec445efe1e,12-11-2022,20:40:00,ATM Withdrawal,Retail,Sarahside,3,677.52,EUR,Pending,Platinum,Online
00bb4f0b-3fd6-44b5-b891-c25662fc8fa1,09-03-2023,23:34:46,ATM Withdrawal,Restaurant,North Jacqueline,8,844.58,USD,Pending,Platinum,Online
f72656ed-eb43-465f-87f5-05db0f3caf94,26-12-2022,07:08:45,ATM Withdrawal,Online Services,Riveraview,5,72.67,USD,Declined,Standard,Mobile Payment
705b3088-97e2-43fb-912b-825849f0e144,23-07-2023,01:35:14,ATM Withdrawal,Restaurant,New Bradleyborough,8,62.72,GBP,Declined,Standard,Physical Card
6cf15d8d-69a0-4072-8cf5-55bfc8c547f3,14-11-2022,22:50:02,Online Payment,Retail,Sandrachester,17,487.56,EUR,Approved,Platinum,Physical Card
62cfe312-8283-425d-b9bf-f27a13a86600,12-05-2023,20:41:12,ATM Withdrawal,Online Services,West Jonathan,6,296.66,GBP,Pending,Gold,Physical Card
7b67f5d3-fb2b-4ae6-875f-b06e6f594eec,21-05-2023,16:35:12,Purchase,Online Services,East Donald,20,95.93,USD,Pending,Standard,Mobile Payment
4aa348ef-2f65-4a83-9af0-e133ce47db65,22-09-2023,22:24:27,ATM Withdrawal,Restaurant,Angelaburgh,8,141.27,GBP,Approved,Gold,Physical Card
aeede35d-a1fa-4886-ad26-f0cc9a70b88a,22-11-2022,12:52:20,Online Payment,Restaurant,Martinhaven,18,166.5,GBP,Approved,Gold,Mobile Payment
9b23acd0-352f-453d-a077-2798950d63ee,07-04-2023,18:25:53,Purchase,Retail,West Laura,3,851.12,GBP,Pending,Gold,Online
f376a1c1-66ac-4512-886b-fd6404110e5b,03-11-2022,00:27:32,Online Payment,Online Services,South Christian,1,28.35,EUR,Pending,Platinum,Mobile Payment
c1aee582-b5ce-4fb9-b21d-97cd6daef803,07-03-2023,07:51:24,Online Payment,Retail,Port Tanyaland,14,283.14,USD,Pending,Platinum,Online
9d460afd-51dd-407a-895a-90eb663b3890,15-04-2023,11:45:19,Online Payment,Restaurant,Daniellechester,18,621.26,USD,Declined,Platinum,Mobile Payment
4854ba93-c692-465e-84e5-ff90139de175,06-09-2023,20:38:16,ATM Withdrawal,Retail,Robinsonton,13,722.33,GBP,Declined,Platinum,Online
80ab45ba-252e-4d53-a20d-39db74bd70f9,26-12-2022,08:42:59,Online Payment,Restaurant,Jacobsview,18,937.24,USD,Declined,Standard,Physical Card
8c890e0a-bbc9-4122-a7a9-1eeec4c38fa9,28-02-2023,20:03:41,Purchase,Restaurant,Port Wayneville,13,460.57,USD,Pending,Gold,Physical Card
19c5cc26-fb23-4ada-b371-b15755314ad9,09-12-2022,04:40:52,Online Payment,Retail,Taylorbury,16,796.71,EUR,Approved,Standard,Physical Card
c1d5cd6d-7045-40f0-9f10-697d68ba01c8,19-04-2023,05:46:07,ATM Withdrawal,Restaurant,Meadowshaven,4,714.07,EUR,Pending,Gold,Mobile Payment
18f56b9b-02f6-4f03-a235-71bac9a19097,30-09-2022,15:41:34,Purchase,Online Services,East Lisaview,19,813.23,GBP,Pending,Platinum,Physical Card
104cf642-3947-4240-a403-2b096aaaa804,24-04-2023,08:57:25,ATM Withdrawal,Online Services,Williamville,1,486.1,GBP,Declined,Platinum,Physical Card
65eaf388-bfc6-4c83-830c-2cace2b418ae,07-10-2022,07:26:08,ATM Withdrawal,Restaurant,Olsonhaven,10,359.68,EUR,Approved,Standard,Online
88d0123d-22c3-4582-8159-015802e01fa1,20-04-2023,10:50:04,Purchase,Restaurant,New Robert,17,301.38,EUR,Approved,Standard,Physical Card
6c5d1536-a5a8-49ac-b45e-ccc4f98eea9d,12-12-2022,07:44:35,Purchase,Restaurant,Jessicaton,10,524.89,EUR,Declined,Platinum,Online
95a16da9-4cdd-4464-a15a-21484ba58f21,11-12-2022,18:49:53,ATM Withdrawal,Online Services,North Melinda,1,978.49,USD,Declined,Platinum,Physical Card
6967b5d4-9a93-43e7-b3a4-0b9e469a67f2,27-08-2023,00:54:42,Purchase,Retail,Port Sharon,16,221.95,EUR,Approved,Standard,Mobile Payment
c8e40763-58e9-4d64-9988-432fc1af7b24,21-10-2022,14:17:12,Purchase,Restaurant,North Kaitlyn,6,780.92,EUR,Declined,Platinum,Mobile Payment
c5c23a3e-bc99-4abd-b50b-f0205c8f7b5a,13-10-2022,23:40:29,ATM Withdrawal,Online Services,East Amandabury,12,433.1,USD,Declined,Platinum,Physical Card
26ed26ff-b902-4484-8985-caded3202381,19-03-2023,01:58:20,Online Payment,Restaurant,East David,3,560,USD,Approved,Platinum,Physical Card
9b0cc5f4-f0a5-4127-91b2-4a125b1aa44c,04-12-2022,01:56:13,Online Payment,Restaurant,New Patrick,6,470.76,USD,Pending,Platinum,Online
e166575d-6bc4-419f-ab63-556e14689e9c,19-12-2022,17:05:56,Online Payment,Retail,Elizabethchester,3,553.24,GBP,Pending,Gold,Online
532a456d-58e7-4ff2-83fa-2f9c1a2204af,13-10-2022,21:00:44,Online Payment,Online Services,Perezfurt,2,824.41,USD,Approved,Standard,Physical Card
81903e4c-653a-48bd-9a27-548c89500e6f,07-03-2023,08:22:16,ATM Withdrawal,Online Services,Kirstentown,12,231.05,EUR,Pending,Platinum,Physical Card
f0afcbe3-437a-4e37-b87d-f3f61d82a757,18-11-2022,02:30:56,Online Payment,Retail,Josebury,7,520.22,EUR,Pending,Gold,Online
e58bf18e-6cf4-4405-b926-033f08f3bdda,04-07-2023,12:26:13,Purchase,Retail,Lake Ronald,9,2.47,EUR,Approved,Gold,Physical Card
1717ec1a-4308-4073-bc62-8c5bfdba0ae5,29-09-2022,06:05:39,ATM Withdrawal,Restaurant,Lake Sabrina,4,801.05,EUR,Approved,Standard,Mobile Payment
5005481d-1769-4fc9-b814-12e7dfdd537c,25-12-2022,06:30:32,ATM Withdrawal,Restaurant,North Juanmouth,15,408.21,EUR,Declined,Gold,Physical Card
2a357d63-844f-44cb-ab13-d41b69e04bf9,09-08-2023,05:11:41,Purchase,Retail,Port Johnville,10,947.48,EUR,Declined,Platinum,Online
5b80bf4e-340a-4515-b5a7-2032d4448d5d,29-09-2022,07:31:31,Purchase,Retail,Duartefort,20,568.77,USD,Declined,Gold,Physical Card
7b29357d-d2e9-4729-9ea7-c943a1a6d624,22-06-2023,19:26:00,Online Payment,Retail,Edwardview,13,646.54,GBP,Declined,Gold,Online
bad9cd7e-1c1b-4ca8-b65c-6760ad789418,27-01-2023,23:01:56,Online Payment,Restaurant,Simpsonport,9,338.18,EUR,Approved,Platinum,Online
cd7cfeaa-2cd6-48f1-ab07-f9cace070d81,26-08-2023,01:18:34,Purchase,Retail,Thomasbury,8,983.06,GBP,Declined,Platinum,Physical Card
92969e42-5616-495e-8577-3416f7b7aae2,23-07-2023,19:51:20,ATM Withdrawal,Retail,Josephberg,5,106.75,USD,Declined,Platinum,Online
9c62cbd9-bff2-4c77-9d4b-f05179a0a8d0,01-07-2023,03:50:24,ATM Withdrawal,Retail,East Roy,18,787.96,USD,Declined,Standard,Online
99b37247-d997-4ccb-abfa-cd54024463f9,19-04-2023,04:40:39,ATM Withdrawal,Restaurant,Port Cameronside,19,123.46,EUR,Declined,Gold,Physical Card
677d2d59-b06f-4976-a2b2-e5e79a942eb7,01-12-2022,01:42:25,Online Payment,Retail,Craigberg,14,78.24,USD,Declined,Gold,Mobile Payment
f338bd2f-fe89-4deb-9d66-7dbf96caa4e5,04-05-2023,16:20:20,ATM Withdrawal,Online Services,West Danielburgh,4,528.56,EUR,Declined,Gold,Online
c14260c3-fbee-4500-b69e-49202ce8f649,25-10-2022,16:15:40,Online Payment,Restaurant,New Stacymouth,17,341.94,GBP,Approved,Platinum,Mobile Payment
3edf94fa-6a85-49f8-9266-6a3a1418ad9a,31-05-2023,13:29:57,Online Payment,Restaurant,West Crystal,10,528.98,USD,Pending,Platinum,Physical Card
282cd64d-e789-439d-9b12-deab79eb03fd,04-09-2023,01:14:54,Online Payment,Online Services,Baileymouth,14,75.97,EUR,Approved,Standard,Online
492c3f82-6ccb-40fc-b63d-e8f014914ab3,14-09-2023,18:11:33,ATM Withdrawal,Retail,Port Johnny,2,51.64,EUR,Pending,Platinum,Online
bd36b03b-99fb-4615-85f3-6ecc22329233,21-12-2022,18:15:49,ATM Withdrawal,Retail,Mcguirestad,20,462.79,USD,Approved,Platinum,Mobile Payment
f27fc2cb-8566-4396-96cb-a7747caad7c4,24-12-2022,11:16:04,ATM Withdrawal,Restaurant,New Kevinchester,12,892.33,USD,Approved,Platinum,Physical Card
7129011a-28c4-4d4c-a219-9c1f2191c2ab,13-05-2023,21:51:34,Purchase,Online Services,Lake Briana,20,302.74,GBP,Pending,Standard,Mobile Payment
c900bb4c-ec98-4a0b-aa09-dd15571c6b43,06-01-2023,21:11:26,ATM Withdrawal,Restaurant,Port Jason,10,810.96,USD,Pending,Standard,Mobile Payment
80a9dc2e-6eac-4165-a989-3d06068b6af4,02-11-2022,19:28:06,Purchase,Retail,Tammytown,17,621.48,GBP,Pending,Gold,Online
57f700c9-fd1b-4f9c-947a-86014044c953,04-02-2023,15:08:20,Online Payment,Retail,Tinahaven,14,994.43,GBP,Pending,Platinum,Online
ed179077-23df-4e55-8077-642b140212f1,10-10-2022,09:34:24,ATM Withdrawal,Online Services,West Lisa,6,783.32,USD,Pending,Standard,Physical Card
5fa0d3b7-c033-4971-ab51-34bd68828a49,19-02-2023,00:05:55,Purchase,Retail,Keithton,5,932.1,USD,Declined,Standard,Online
997ee33a-b4ec-419e-813e-a0f145562ba3,24-12-2022,23:19:47,Online Payment,Retail,Rogersland,11,441.27,EUR,Declined,Standard,Physical Card
4207e4da-ea9c-4aa8-bfeb-39dfe6397ad6,25-08-2023,16:35:44,Online Payment,Restaurant,Rileystad,20,663.69,USD,Approved,Platinum,Online
fca754e8-65e4-4b07-bfc7-957d6264eae7,21-12-2022,06:35:30,Purchase,Retail,Tatefurt,16,707.12,GBP,Declined,Standard,Online
a0177a52-7290-40b6-bde4-185615e4cee7,21-05-2023,08:12:01,Purchase,Restaurant,Francoland,18,837.99,GBP,Approved,Standard,Physical Card
f73019ee-6018-4adb-82e2-52a64926a47d,18-03-2023,11:50:09,Online Payment,Restaurant,Juliemouth,19,91.15,GBP,Approved,Gold,Physical Card
b7ec3fcb-5492-4fd9-acc9-2cc9df67b279,09-07-2023,01:51:05,Purchase,Retail,West Jonathan,6,724.91,USD,Declined,Platinum,Physical Card
b3df5065-acbc-4d77-8367-5df725dcb0c1,11-02-2023,14:51:12,ATM Withdrawal,Online Services,South Denise,7,750.27,USD,Approved,Platinum,Online
b0e0b7f8-0048-4081-a950-b44a15370ed9,20-11-2022,05:37:01,ATM Withdrawal,Retail,Blaketown,14,956.16,EUR,Declined,Platinum,Physical Card
1733675a-2ac8-4e56-a7fa-40ad338aee4d,21-01-2023,02:23:56,Purchase,Restaurant,East Jodimouth,8,699.34,EUR,Declined,Standard,Online
f0902e49-af5a-4b1f-82dd-7ab3b62447f2,02-08-2023,01:13:21,ATM Withdrawal,Retail,East Jennifer,13,150.21,EUR,Approved,Standard,Mobile Payment
a1773ec2-9a65-4644-bdf7-34bc12432e11,08-07-2023,18:19:43,Online Payment,Online Services,Reginaview,13,876.1,EUR,Approved,Platinum,Mobile Payment
51f0eb1d-1f5d-4f05-b4a6-deda35ed4fe8,30-03-2023,05:18:55,Purchase,Restaurant,Davefort,20,811.36,EUR,Approved,Platinum,Physical Card
8967ae47-70b2-4d3e-9d29-e4cd415cc134,07-08-2023,07:34:45,Purchase,Retail,Lisabury,18,792.7,EUR,Pending,Standard,Mobile Payment
96794eae-83ca-4fbc-919f-07f9f4663c4c,30-07-2023,02:41:19,Online Payment,Retail,Jesseside,8,541.03,USD,Approved,Gold,Online
311b25e4-139c-4b2a-a4cd-075f5fe4e1a5,25-08-2023,16:22:47,Purchase,Retail,New Toddton,13,163.46,GBP,Approved,Standard,Mobile Payment
42172e49-15a6-41b5-bbcb-9d9629647502,04-11-2022,22:45:18,Online Payment,Online Services,Port Eric,10,153.39,EUR,Pending,Standard,Online
55105bd2-15ea-4d93-91fd-16c9e6ff4d19,13-07-2023,21:45:31,Purchase,Restaurant,Klineton,5,563.96,EUR,Approved,Platinum,Physical Card
06be3838-cc19-4d89-a256-d7058f0c74dd,23-03-2023,18:06:49,Purchase,Online Services,Port Spencermouth,19,161.83,GBP,Approved,Standard,Online
55962fe5-a267-4f67-b0dc-cb2168b8ddc9,05-04-2023,08:55:52,Purchase,Retail,Sueshire,6,647.04,GBP,Declined,Gold,Mobile Payment
0ef3bc01-1f8a-47a2-86a7-dfd3512e864c,11-03-2023,11:19:41,Purchase,Online Services,Robertbury,18,974.87,USD,Approved,Gold,Online
2f6f46ec-6611-45ad-837c-4b338c48d38e,19-02-2023,21:44:47,ATM Withdrawal,Retail,Elizabethton,17,707.2,GBP,Declined,Platinum,Online
9a9436dc-4cff-42ab-8b13-e8e774e358f1,21-08-2023,10:03:41,Online Payment,Online Services,Lindsayland,3,855.25,EUR,Declined,Gold,Mobile Payment
af33dc98-d56d-4d12-bfa6-95485bec8e37,11-05-2023,12:52:20,Online Payment,Retail,Martinezport,18,463.75,USD,Pending,Gold,Mobile Payment
5c84fdbd-7ed0-4176-b0f7-d49b812ff68e,19-10-2022,14:29:47,Online Payment,Retail,Newmanland,8,146.07,GBP,Pending,Platinum,Physical Card
76b570c7-498c-47a1-a2ed-865db992b157,08-09-2023,17:28:43,Purchase,Online Services,Boyerstad,9,429.22,GBP,Pending,Gold,Online
ce32b152-3e22-4452-a84b-0ab95534f8d8,01-01-2023,08:20:46,Purchase,Online Services,North Cherylfurt,6,153.73,GBP,Pending,Gold,Physical Card
ec69a843-ba48-4bef-ab56-3a1649160683,18-09-2023,09:19:30,Online Payment,Retail,Russellchester,5,941.05,USD,Approved,Platinum,Online
2caa86a8-7b74-45a9-a7b9-6838402417e7,26-04-2023,03:28:25,Purchase,Restaurant,Ericfort,12,535.92,USD,Declined,Standard,Mobile Payment
acc48b19-f592-40e2-8f4a-5687b095b9d7,13-04-2023,20:24:21,Purchase,Online Services,Kathleentown,18,886.25,GBP,Approved,Gold,Physical Card
d2d5c511-c3f7-4719-aa43-5ba9c6f76cde,12-08-2023,02:50:09,Purchase,Online Services,Sullivantown,6,955.16,GBP,Pending,Gold,Physical Card
39ecd3b9-fa24-45a9-b7a3-aa3f436f48ec,17-11-2022,02:28:29,Online Payment,Retail,Kristenhaven,19,654.31,GBP,Declined,Standard,Online
2efe31fc-fe9a-4166-ad04-27dabacadf37,07-10-2022,13:20:58,Purchase,Retail,Lake Dustinside,14,627.68,GBP,Declined,Gold,Mobile Payment
6bd05b5b-89ee-4517-b752-96fa0e210f77,27-11-2022,13:35:45,ATM Withdrawal,Online Services,Craigfort,9,396.38,GBP,Pending,Standard,Physical Card
a7f737c7-834a-4cc7-9e55-857b0af92099,05-05-2023,00:15:33,Purchase,Retail,Robertbury,8,935.23,EUR,Approved,Platinum,Mobile Payment
88f58742-65a7-4fee-842f-0f0d931afbfd,06-01-2023,23:16:09,Online Payment,Online Services,Tylerchester,14,503.24,USD,Declined,Gold,Physical Card
6399672f-4c64-490a-9b0d-14ae4b5c33ff,06-03-2023,23:48:15,Purchase,Restaurant,Lake Lori,8,376.51,EUR,Approved,Gold,Physical Card
7281e083-93c1-476e-82e2-c9f6c4958deb,16-01-2023,02:10:52,Purchase,Retail,Grahamstad,4,498.52,USD,Pending,Standard,Mobile Payment
fc09917a-fd8b-475a-91b6-3f116778e847,12-05-2023,01:36:48,ATM Withdrawal,Online Services,Thomaschester,17,196.6,GBP,Declined,Platinum,Physical Card
83fd5bf4-3243-440b-ae87-00a49b4f4e3b,20-03-2023,10:50:58,Online Payment,Restaurant,North Joyce,10,459.97,GBP,Pending,Gold,Mobile Payment
764b95d3-8b7a-4502-a21c-f850d91df0bc,28-04-2023,12:48:13,ATM Withdrawal,Retail,Mccannfort,4,815.77,USD,Declined,Standard,Online
21b5db9e-18d4-46f2-bbb2-4d4f0bd67ded,05-12-2022,08:17:50,Purchase,Restaurant,South Lisaport,7,703.17,GBP,Pending,Gold,Mobile Payment
b6e34bda-0906-48cd-a256-c537a7f7fc45,14-11-2022,19:10:12,Purchase,Online Services,Marquezchester,8,240.13,GBP,Approved,Standard,Physical Card
370f1cf8-42ee-41eb-9a6e-569af95ac84c,25-10-2022,17:44:30,Online Payment,Online Services,New Jennafort,4,317.73,USD,Pending,Gold,Mobile Payment
558147f1-a8d8-4516-9404-43acbf036ea5,11-12-2022,14:34:26,Purchase,Retail,East Selenaborough,16,333.2,GBP,Pending,Platinum,Online
bb056e9b-5f35-465d-949d-a62ea5961951,29-04-2023,11:19:22,Purchase,Online Services,Jimenezfurt,1,589.3,EUR,Approved,Gold,Mobile Payment
7bf43e0b-8ffd-4616-9f20-fa62d7ae2f39,15-12-2022,02:43:03,Online Payment,Restaurant,Barbaraborough,8,806.06,EUR,Approved,Standard,Physical Card
22f40a83-413f-4af3-b581-8e682956b2d2,07-07-2023,19:05:01,ATM Withdrawal,Restaurant,West Stephenmouth,16,98.52,GBP,Approved,Gold,Online
614088b2-2788-4112-8c98-22cdb248d50c,13-09-2023,01:48:25,Purchase,Retail,Port Marymouth,2,4.28,USD,Approved,Gold,Online
1b70504f-5fc8-4cdb-914f-2e6616592e8b,13-05-2023,08:45:47,ATM Withdrawal,Online Services,Lake Cindytown,8,714.89,USD,Declined,Platinum,Physical Card
f42ab30d-3921-49e4-86cb-444581a5e327,27-09-2023,03:32:56,Purchase,Retail,Woodstad,11,987.79,USD,Pending,Standard,Online
a785dd0b-ed72-4b02-82ba-4059fbdefeb7,12-08-2023,23:50:36,Purchase,Restaurant,Ballshire,11,470.03,EUR,Declined,Gold,Online
5e94606d-791c-41eb-9d12-55f676641095,05-02-2023,20:36:37,ATM Withdrawal,Restaurant,South Andreaberg,16,985.18,GBP,Pending,Standard,Online
7b78a64b-4dfd-4f52-9fcf-42e0e934ca32,24-12-2022,23:23:09,ATM Withdrawal,Restaurant,Fisherport,13,177.25,GBP,Pending,Gold,Online
81426a9e-bce9-46cb-8014-771f91619042,19-05-2023,21:56:23,Purchase,Retail,North Kathyburgh,16,344.5,GBP,Pending,Gold,Mobile Payment
8784e8dd-9020-4fdb-a4d8-488e723e7c11,10-11-2022,05:13:18,Online Payment,Restaurant,Lake Ronald,14,507.37,GBP,Approved,Gold,Physical Card
2a9fe34c-7c77-4109-bf8f-d53a7fcd2344,07-01-2023,12:16:24,Purchase,Online Services,Lewisfurt,19,120.66,EUR,Pending,Gold,Mobile Payment
3931d566-3289-4aa3-91ef-aceff640275b,28-05-2023,17:30:31,Purchase,Online Services,Smithville,9,359.54,GBP,Pending,Standard,Mobile Payment
8ff6eb89-f75b-431d-abda-772402fd6df9,24-07-2023,05:28:33,ATM Withdrawal,Restaurant,East Jillmouth,1,477.14,USD,Pending,Standard,Online
baec9574-81aa-4a2a-9af6-4460742e205f,14-06-2023,04:28:26,Purchase,Retail,Jamesberg,17,825.17,EUR,Pending,Platinum,Physical Card
de1cbd67-bba9-4ee6-a19a-fa924b03cac5,04-08-2023,00:40:26,Purchase,Retail,Lake Leahmouth,15,225.12,USD,Declined,Gold,Online
fa4506fd-f117-4679-9d9f-201a15b4c1e5,30-07-2023,11:48:53,Purchase,Retail,Kristinaburgh,11,912.35,GBP,Approved,Gold,Physical Card
67824ac6-c1b0-46a0-abda-38ece1730e4d,06-05-2023,22:11:26,Online Payment,Restaurant,East Saraton,4,401.9,GBP,Declined,Standard,Online
46c800df-1a22-4fbc-b6f6-5f47e7a2a128,19-01-2023,17:55:03,Online Payment,Restaurant,East Robert,20,143.85,GBP,Approved,Standard,Physical Card
2bbbfc6c-42aa-49c6-8a9b-1752afa2d6ce,04-04-2023,19:41:02,Purchase,Restaurant,Roseland,12,86.4,EUR,Approved,Platinum,Mobile Payment
abbddba9-1c4b-4dd3-bc3d-b0c0c1962996,22-04-2023,22:22:20,ATM Withdrawal,Online Services,Paulfort,8,394.32,USD,Declined,Platinum,Online
c79cea0f-2e44-47f9-b082-009eedceea53,11-12-2022,08:53:42,ATM Withdrawal,Restaurant,Hernandezland,17,989.9,USD,Pending,Platinum,Online
52a06da0-072e-4b35-b3ad-914ce88d033b,08-02-2023,10:28:06,Online Payment,Retail,Kimberlyport,3,693.69,USD,Approved,Standard,Online
92deb3dc-b3fc-4a42-877b-ce9429640fb7,20-08-2023,12:19:55,Purchase,Restaurant,Bobbyland,9,505.83,EUR,Declined,Gold,Mobile Payment
60df903b-b58a-4b90-b9e7-6a9d9c13cfa3,09-03-2023,06:57:59,Online Payment,Online Services,East Brendaside,15,110.24,USD,Pending,Platinum,Online
2830eb90-d04f-475f-951b-bed2ed94da52,20-02-2023,10:26:33,Online Payment,Retail,Scottfurt,11,229.6,EUR,Pending,Standard,Mobile Payment
c48ce177-6c95-4601-9325-d661cea19917,14-02-2023,19:38:00,Purchase,Restaurant,Port Roberttown,5,777.33,EUR,Approved,Gold,Online
8e12bbc7-e6e3-4675-b4b5-43273691cbd0,10-05-2023,09:07:59,ATM Withdrawal,Online Services,Perezshire,14,252.51,USD,Approved,Standard,Online
07678c0b-0c78-4236-95c2-5284d66f0d01,07-07-2023,16:53:58,Purchase,Online Services,Kylebury,16,677.19,USD,Declined,Gold,Physical Card
5c54cc68-dc52-4dab-93a6-3c5606151e91,20-03-2023,07:51:55,Purchase,Online Services,Rodriguezhaven,18,627.75,EUR,Declined,Standard,Online
955589f2-b892-459c-8fb5-8f0e65535ea7,14-04-2023,12:50:34,Online Payment,Online Services,East Danielhaven,14,970.97,GBP,Declined,Platinum,Online
470a529f-b0b4-4510-960e-d47a1363c8f2,24-02-2023,19:31:17,Online Payment,Restaurant,Frankport,18,781.2,EUR,Approved,Standard,Online
6e2839e0-7685-4cb9-b744-f39d296232fd,24-11-2022,19:28:42,ATM Withdrawal,Online Services,Vargashaven,12,14.07,USD,Approved,Gold,Online
c2ef8c71-de8c-4833-85d5-1d48cbef91cc,30-06-2023,07:46:58,Online Payment,Restaurant,New Antonio,20,1.95,EUR,Pending,Gold,Mobile Payment
3f9fbfa9-1d33-4001-96c3-4a7b784ff043,26-06-2023,23:33:21,Online Payment,Online Services,North Laura,8,290.79,USD,Pending,Platinum,Physical Card
aa1b2872-e1db-4a31-92cd-84bd118f2291,17-02-2023,08:37:40,Online Payment,Retail,Gloriaville,17,192.92,GBP,Declined,Standard,Physical Card
7eef5364-55f3-4e51-af2f-7ab509702cd4,03-05-2023,04:21:00,Online Payment,Retail,East Joshuaville,5,178.28,USD,Declined,Standard,Mobile Payment
fd1450b6-07e1-4767-bc67-02f6dc95eb81,29-07-2023,00:05:36,Online Payment,Restaurant,New Taylor,14,767.33,GBP,Pending,Gold,Mobile Payment
cecedc31-387a-41d2-9244-cb47535aae3c,18-06-2023,15:36:36,ATM Withdrawal,Online Services,Kimberlyberg,16,871.69,USD,Pending,Gold,Mobile Payment
efe96abc-d333-4643-8187-e020a7c5f06c,26-06-2023,03:29:59,Purchase,Restaurant,Lake Erik,3,117.28,EUR,Declined,Platinum,Online
a11b7f9c-e98d-427c-bfc5-bedc8622f9d3,28-03-2023,00:16:58,Online Payment,Online Services,Brownmouth,3,382.05,GBP,Approved,Gold,Online
5ad25236-bf92-4b34-bf04-d0c8682c9133,14-04-2023,08:48:52,Online Payment,Retail,Amandamouth,20,103.39,EUR,Pending,Standard,Physical Card
